id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Description
8110,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Economy 2 Analg Black Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
19547,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Sweatshirt,"This blue sweatshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
7964,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men's Large Logo Graphic Black T-shirt,"This black tshirts is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
36934,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,2017,Casual,Giorgio Armani Women Idole Perfume,"This gold perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012,Ethnic,Aneri Women Black & Maroon Salwar Suit,"This black kurta sets is a must-have for summer fashion. Designed for ethnic use, it combines style and comfort effortlessly."
20851,Women,Accessories,Bags,Clutches,Red,Winter,2015,Casual,Spice Art Women Ribbon Embroidery Red Clutch,"This red clutches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
41866,Men,Footwear,Sandal,Sandals,Beige,Fall,2015,Casual,Estd. 1977 Men Beige & Green Sandals,"This beige sandals is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
58177,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Rocky S Women Brown Handbag,"This brown handbags is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
44528,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals,"This black sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
16392,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Men Check Red Shirts,"This red shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012,Casual,Tonga Women Pink Printed Shrug,"This pink shrug is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
50587,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Chromozome Men Grey Briefs,"This grey briefs is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
17240,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,"This black tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
47530,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,Portia Women Copper-Toned & Brown Sandals,"This copper flats is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
6617,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Spykar Men Black and white Check Shirt,"This black shirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
12732,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Sports,Nike Unisex Swoosh Black Backpack,"This black backpacks is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
3365,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's Brain Black T-shirt,"This black tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
42042,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Air Relentless 2 MSL White Sports Shoes,"This white sports shoes is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
23849,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Men Black Anzo Breeze Casual Shoes,"This black casual shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
43190,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch,"This white watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
48578,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual,Revv Men Steel Bracelet,"This steel bracelet is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
30462,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Lovable Women All Day Long Black Bra,"This black bra is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
18208,Men,Accessories,Headwear,Caps,White,Fall,2011,Casual,Manchester United Men Solid White Cap,"This white caps is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
54127,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Heels,"This black heels is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men ducati logo tee Yellow Tshirts,"This yellow tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
24250,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Casual Shoes,"This white casual shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
32335,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,"This silver watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
25382,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Levis Men White Innerwear Vest,"This white innerwear vests is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
56670,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Men Black Dial Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
5092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,"This purple tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Furious Rides Navy Blue T-Shirts,"This navy blue tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
59638,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Wedding Collection Sari,"This green sarees is a must-have for fall fashion. Designed for ethnic use, it combines style and comfort effortlessly."
15517,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Rockport Men LLandro Red Casual Shoes,"This red casual shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
4140,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2015,Casual,Skechers Women Green Shoe,"This green casual shoes is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
36795,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Maxima Men Ssteele Silver Dial Watch,"This silver watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
40527,Men,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Titan Men Gold Dial Watch,"This gold watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
10257,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,John Miller Men Solid Type Black Trousers,"This black trousers is a must-have for fall fashion. Designed for formal use, it combines style and comfort effortlessly."
24062,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Locomotive Men Navy Blue Printed T-shirt,"This navy blue tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
45869,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Maxima Men Brown Dial Watch,"This brown watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts,"This black sweatshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
53130,Women,Footwear,Shoes,Flats,Brown,Winter,2015,Casual,Catwalk Women Brown Sandals,"This brown flats is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
44187,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual,Nike Fragrances Women 5th Element Perfume 150 ml,"This white perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
21510,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,Kiara Women Graphiti White Handbag,"This white handbags is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
51667,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Louis Philippe Men Grey Sunglasses,"This grey sunglasses is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
22395,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Mark Taylor Men Striped Blue Shirt,"This blue shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
35322,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,"This silver earrings is a must-have for winter fashion. Designed for ethnic use, it combines style and comfort effortlessly."
6425,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Lotto Unisex Canvas Black Check Shoe,"This black casual shoes is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
18806,Men,Accessories,Belts,Belts,Tan,Summer,2011,Casual,Peter England Men Casual Tan Belt,"This tan belts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
23247,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Arrow Men Formal Black Shoe,"This black formal shoes is a must-have for fall fashion. Designed for formal use, it combines style and comfort effortlessly."
17072,Women,Accessories,Belts,Belts,Grey,Winter,2015,Casual,Lino Perros Women Weaved  Grey Belt,"This grey belts is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
31782,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Lee Women Paula Blue Top,"This blue tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
42270,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Unisex Black & Grey Classic Shoes,"This black casual shoes is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
12500,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Short Black Shirts,"This black shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
26735,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Reebok Men Pack of 2 Pirates of the Caribbean Deos,"This black deodorant is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,"This black tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
56026,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Colorbar Soft Touch Mousse Lipstick 025,"This brown lipstick is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
21948,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Casual Brown Handbag,"This brown handbags is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
32563,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2012,Casual,ONLY Women directoire blue Trousers,"This blue trousers is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
58980,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Colour me Women Flowers Deo,"This pink deodorant is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
40143,Girls,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Gini and Jony Girls Pretty Blossom Blue Top,"This blue tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
10633,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Carlton London Men Formal Brown Formal Shoes,"This brown formal shoes is a must-have for fall fashion. Designed for formal use, it combines style and comfort effortlessly."
24406,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Vishudh Women Red Printed Kurta,"This red kurtas is a must-have for summer fashion. Designed for ethnic use, it combines style and comfort effortlessly."
4716,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Response ST Analogue Black Watch,"This black watches is a must-have for winter fashion. Designed for sports use, it combines style and comfort effortlessly."
21174,Women,Apparel,Topwear,Tops,Beige,Fall,2011,Casual,s.Oliver Women Stripes Beige Top,"This beige tops is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,2011,Sports,Nike Women Solid Pink Shorts,"This pink shorts is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
52486,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,2015,Casual,Red Rose Maroon Camisole,"This maroon camisoles is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
53554,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016,Casual,Probase Multicoloured Printed Boxers,"This multi boxers is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
14293,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Classic Polo Men Stripes Blue Tshirts,"This blue tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
47366,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Baggit Women Blue Bag,"This blue handbags is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
6041,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,"This navy blue tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
23623,Girls,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Doodle Kids Girls Pink I love Shopping Top,"This pink tops is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
17416,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Lotto Men Atlantica Black Sports Shoe,"This black sports shoes is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
9835,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Little Miss Women Printed Grey T-shirt,"This grey tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
29319,Unisex,Accessories,Bags,Backpacks,Red,Summer,2012,Casual,ADIDAS Unisex Chicago Bulls Red Backpack,"This red backpacks is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
7193,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women Black Jegging,"This black jeans is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
12958,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Men Sports Black Sports Shoes,"This black sports shoes is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
27283,Women,Apparel,Topwear,Kurtas,Magenta,Fall,2011,Ethnic,Mother Earth Women Magenta Kurta,"This magenta kurtas is a must-have for fall fashion. Designed for ethnic use, it combines style and comfort effortlessly."
30234,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual,Numero Uno Men Black Flip Flops,"This black flip flops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
9009,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Snake Print Bag Brown Handbags,"This brown handbags is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
3533,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's If You Don't Like Navy Blue T-shirt,"This navy blue tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
42614,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Earrings & Pendant Set,"This gold jewellery set is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
12164,Women,Apparel,Topwear,Dupatta,Orange,Fall,2011,Ethnic,Aurelia Women Voile Orange Dupatta,"This orange dupatta is a must-have for fall fashion. Designed for ethnic use, it combines style and comfort effortlessly."
26351,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8472,"This white watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
17624,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011,Sports,ADIDAS Men Solid Navy Blue Track Pant,"This navy blue track pants is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
47154,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012,Casual,Gini and Jony Girls Black Capris,"This black capris is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
35574,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,2013,Casual,Gliders Men Esquire Red Flip Flops,"This red flip flops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,2012,Sports,ADIDAS Women Lavender Hagkok Sports Shoes,"This lavender sports shoes is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
51031,Women,Apparel,Innerwear,Bra,White,Summer,2017,Casual,Enamor White Bra,"This white bra is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
13284,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,Gini and Jony Kids Boys Solid Black Shorts,"This black shorts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
54543,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Casual,F Sports Men White Outlander Sports Shoes,"This white sports shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
55491,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,"This brown lip gloss is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
26163,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal,John Miller Men Dark Grey Trousers,"This grey trousers is a must-have for summer fashion. Designed for formal use, it combines style and comfort effortlessly."
3701,Women,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Tantra Women Flower Heart Black Long T-shirt,"This black tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
29917,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Police Men White Dial Watch PL12698JS,"This white watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
42426,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,2012,Ethnic,Aurelia Women Sea Green Kurta,"This sea green kurtas is a must-have for summer fashion. Designed for ethnic use, it combines style and comfort effortlessly."
32751,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,FILA Men Liga II Black Shoes,"This black casual shoes is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
56214,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Women Gold Earrings,"This gold earrings is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
10401,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Jealous 21 Women Uaine Purple Tops,"This purple tops is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
40371,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual,Tokyo Talkies Women Navy Slim Fit Jeans,"This navy blue jeans is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
21346,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Pal Zileri Men Casual Gold Frame Sunglasses,"This gold sunglasses is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
45603,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012,Formal,Arrow Men Black Formal Shoes,"This black formal shoes is a must-have for summer fashion. Designed for formal use, it combines style and comfort effortlessly."
4524,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Puma Men's YugoRun Black White Shoe,"This black sports shoes is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
37223,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,United Colors of Benetton Women Blue Top,"This blue tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
53766,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White and Navy Blue T-shirt,"This white tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
25520,Girls,Apparel,Topwear,Tops,White,Fall,2011,Casual,Doodle Kids Girls City Chic White Top,"This white tops is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
32597,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,ONLY Women Black Top,"This black tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
58974,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,2017,Casual,Colour me Men Gold Deo,"This gold deodorant is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
33445,Women,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Baggit Women Lamboo Mayur Black Wallet,"This black wallets is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
57100,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Elle Women Dark Pink Top,"This pink tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
36137,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2012,Sports,Nike Women Free Run Pink Sports Shoes,"This pink sports shoes is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
41859,Men,Footwear,Sandal,Sandals,Black,Summer,2016,Casual,Estd. 1977 Men Black Sandals,"This black sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
21180,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,ADIDAS Men Adi Cells Black Flip Flops,"This black flip flops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
39943,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,GAS Men Brown Count Casual Shoes,"This brown casual shoes is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
52472,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015,Casual,Red Rose Women White & Pink Polka Dot Print Bath Robe,"This pink bath robe is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
58148,Unisex,Accessories,Headwear,Caps,White,Fall,2012,Casual,Puma Unisex White Cap,"This white caps is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
20052,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,2011,Casual,United Colors Of Benetton Women Yellow Muffler,"This yellow mufflers is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
5630,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011,Casual,ADIDAS Women's Adi Groove Blue Flip Flop,"This blue flip flops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013,Casual,Coolers Men Brown Pokar Flip Flops,"This brown flip flops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
47392,Women,Accessories,Bags,Handbags,Beige,Fall,2012,Casual,Baggit Women Beige Bag,"This beige handbags is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
50325,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,Aurelia Women Navy Blue Kurta,"This navy blue kurtas is a must-have for summer fashion. Designed for ethnic use, it combines style and comfort effortlessly."
8913,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Cabana Racer Sketch White Sports Shoes,"This white sports shoes is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
16530,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Locomotive Men Check Red Shirt,"This red shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
22705,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men White Capri II Casual Shoe,"This white casual shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
7167,Men,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers Men Scul Purple White Shirt,"This purple shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
46240,Women,Apparel,Topwear,Tunics,White,Summer,2012,Casual,Fusion Beats Women White Printed Tunic,"This white tunics is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
27277,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Mother Earth Women Blue Kurta,"This green kurtas is a must-have for fall fashion. Designed for ethnic use, it combines style and comfort effortlessly."
13042,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Inc 5 Women Brown Heels,"This brown flats is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
6889,Women,Apparel,Topwear,Jackets,Cream,Summer,2011,Casual,Forever New Women Stone Cream Jacket,"This cream jackets is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
31312,Women,Apparel,Topwear,Kurtas,Peach,Summer,2012,Ethnic,W Women Peach Kurta,"This peach kurtas is a must-have for summer fashion. Designed for ethnic use, it combines style and comfort effortlessly."
12190,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Basics Men Blue Slim Fit Checked Shirt,"This blue shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
