id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,Description
55657,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Golden Wedges,"This gold heels is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
19578,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,United Colors of Benetton Women Solid Purple Top,"This purple tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
27879,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Scullers For Her Women Blue Top,"This blue tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
34452,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,Rocia Women Copper Sandals,"This copper flats is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
6287,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Classic Polo Men's Swiss Yellow T-shirt,"This yellow tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Tantra Men's Black Sabbath Navy T-shirt,"This navy blue tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
46072,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Lino Perros Men Black Leather Belt,"This black belts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
22537,Men,Footwear,Sandal,Sandals,Tan,Summer,2013,Casual,Gas Men Eldorado Tan Casual  Sandals,"This tan sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
28831,Women,Apparel,Innerwear,Briefs,Brown,Summer,2017,Casual,Enamor Women Pack of 3 Mid-Rise Bikini Brief,"This brown briefs is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
43500,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Men White T-shirt,"This white tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
2627,Women,Footwear,Shoes,Flats,Silver,Fall,2010,Casual,Carlton London Women Wedge Silver Sandal,"This silver flats is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
27045,Women,Accessories,Bags,Clutches,Off White,Summer,2012,Casual,Yelloe Off White Fur Zip Clutch,"This off white clutches is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
13270,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,Palm Tree Kids Girls Printed White Tops,"This white tops is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Hanes Men Grey Ultimate Duo Dry Cotton Stretch Bikini Briefs,"This grey briefs is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
55465,Women,Personal Care,Lips,Lipstick,Red,Spring,2017,Casual,Revlon Super Lusterous Lipstick 304,"This red lipstick is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
26197,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017,Casual,Formula 1 Go Men Perfume,"This green perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
31120,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Palm Tree Girls Pink Top,"This pink tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
25712,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012,Sports,ADIDAS Unisex Blue Cap,"This blue caps is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Olive Tshirts,"This olive tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
14869,Men,Accessories,Wallets,Wallets,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Wallets,"This black wallets is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Tokyo Talkies Women Yellow Top,"This yellow tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
15187,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Arrow Sport Men Solid White Polo Tshirts,"This white tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
5402,Women,Footwear,Shoes,Sports Shoes,Purple,All-season,2011,Sports,Kalenji Ekiden 200 Wn Purple 2011,"This purple sports shoes is a must-have for all-season fashion. Designed for sports use, it combines style and comfort effortlessly."
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,2012,Casual,Lotto Women Coral Elegant Flip Flops,"This orange flip flops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
14055,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Flying Machine Men Check Green Shirts,"This green shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Applique Navy Blue Tshirt,"This navy blue tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,2011,Casual,Puma Men's Winglet II Grey Yellow White Flip Flop,"This grey flip flops is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,Lee Cooper Men Brown Casual Sandals,"This brown sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
43958,Men,Footwear,Sandal,Sandals,Olive,Fall,2012,Casual,Puma Men Olive Techno Ind Sandal,"This olive sandals is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Urban Yoga Women Printed Pink T-shirt,"This pink tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,2016,Casual,Chromozome Men Charcoal Trunk Trunks,"This charcoal trunk is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Palm Tree Boys Check Blue Shirt,"This blue shirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,general,Lakme Absolute Lip Last Day Kiss Lip Colour,"This pink lipstick is a must-have for spring fashion. Designed for general use, it combines style and comfort effortlessly."
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,"This navy blue shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
3391,Women,Accessories,Bags,Handbags,White,Winter,2015,Casual,Murcia Women White With Stitch Bag,"This white handbags is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
43164,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
2243,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Men Stripe Polo White Polo T-shirt,"This white tshirts is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,2014,Casual,Lovable Women Fiona Purple Bra,"This purple bra is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015,Casual,Jockey Women Blue Lounge Pants,"This blue lounge pants is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,2017,Casual,Lotus Herbals Neem & Clove Purifying Face Wash,"This green face wash and cleanser is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Sepia Women Printed Magenta Top,"This magenta tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
39729,Women,Apparel,Topwear,Tops,Olive,Summer,2012,Casual,Arrow Woman Olive Top,"This olive tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Levis Men Grey Innerwear T-Shirt,"This grey innerwear vests is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
11143,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Men Price Catch Black Shirts,"This black shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
56684,Women,Apparel,Saree,Sarees,Beige,Fall,2012,Ethnic,Fabindia Beige & Maroon Mull Printed Saree,"This beige sarees is a must-have for fall fashion. Designed for ethnic use, it combines style and comfort effortlessly."
4988,Women,Apparel,Dress,Dresses,White,Summer,2011,Casual,Gini and Jony Girl's Vanya White Polka Dot Kidswear,"This white dresses is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Indian Terrain Men Blue T-shirt,"This blue tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
14431,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Enroute Women Casual Black Flats,"This black heels is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
20604,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Baggit Women Umbrella Dum Brown Handbag,"This brown handbags is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2012,Casual,Lencia Grey Swarovski Pearl Necklace,"This silver necklace and chains is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
45293,Women,Accessories,Watches,Watches,Red,Winter,2016,Casual,CASIO SHEEN Women Red Dial Watch SX017,"This red watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
36761,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Men Black Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Mother Earth Women Printed Cream Kurta,"This cream kurtas is a must-have for summer fashion. Designed for ethnic use, it combines style and comfort effortlessly."
25144,Women,Accessories,Bags,Handbags,Orange,Winter,2015,Casual,Lino Perros Women Leatherite Orange Handbag,"This orange handbags is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors Of Benetton Men Summer Black Shirts,"This black shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
41401,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Wrangler Women White Smocked Top,"This white tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
14603,Men,Accessories,Socks,Socks,Grey,Summer,2011,Casual,United Colors of Benetton Men Pack of 2 Grey Socks,"This grey socks is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
37481,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Esprit Women White Dial Watch,"This white watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,2015,Casual,Wildcraft Unisex Red Duffle Bag,"This red duffel bag is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
44173,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,Nike Fragrances Women Trendy Perfume 75ml,"This pink perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017,Casual,J.Del Pozo Halloween Kiss Sexy Women Perfume,"This pink perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Cowboy Photo T-shirt,"This grey tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Van Heusen Unisex Brown Sunglasses,"This brown sunglasses is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Enroute Men Leather Black Formal Shoes,"This black formal shoes is a must-have for fall fashion. Designed for formal use, it combines style and comfort effortlessly."
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,2012,Casual,Reebok Men Navy Twist Sandals,"This navy blue sports sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,2013,Casual,Basics Men Pack of 3 T-shirt,"This pink tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
19920,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Outdoor Backpack,"This black backpacks is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Nike Men's As Icon Blue T-shirt,"This blue tshirts is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
46624,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual,Rasasi Men Emotion Deo and Perfume Set,"This grey deodorant is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2013,Casual,Proline Men Navy Track Pants,"This navy blue track pants is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,2015,Casual,Lino Perros Women Blue Zip Orange Wallet,"This orange wallets is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018,Casual,Red Chief Men Black Shoes,"This black casual shoes is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,2019,Casual,Lakme Nine to Five Flawless Makeup Shell Foundation,"This skin foundation and primer is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
13426,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,United Colors of Benetton Men Stripes Red  Polo T-shirts,"This red tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,2012,Sports,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,"This charcoal sports shoes is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
28207,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Ray-Ban Men Active Lifestyle Black Sunglasses,"This black sunglasses is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
13846,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,John Miller Men Stripes Blue Shirts,"This blue shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,"This black sports shoes is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
46278,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,109F Women Red & White Striped Tunic,"This red tunics is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Locomotive Men Washed Blue Jeans,"This blue jeans is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,Puma Men Danny Blue Slipper,"This blue flip flops is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Blue Sweater,"This blue sweaters is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
7963,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Sports,Puma Men's Large Logo Graphic White French T-shirt,"This white tshirts is a must-have for fall fashion. Designed for sports use, it combines style and comfort effortlessly."
8117,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men New Analog Black Navy Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
49230,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Calzini Men Pack of 5 Sports Socks,"This black socks is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,2012,Ethnic,Aneri Women Purple Salwar Suit,"This purple kurta sets is a must-have for fall fashion. Designed for ethnic use, it combines style and comfort effortlessly."
36933,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017,Casual,Bulgari Women Omnia Perfume,"This purple perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Elle Women Brown Trousers,"This brown trousers is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,United Colors of Benetton Men Casual Black Shoes,"This black casual shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
41861,Men,Footwear,Sandal,Sandals,Black,Summer,2016,Casual,Estd. 1977 Men Black Sandals,"This black sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
5608,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,ADIDAS Men Kendall Black Navy Floater,"This black sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
58170,Women,Accessories,Bags,Clutches,Red,Fall,2012,Casual,Rocky S Women Red Clutch,"This red clutches is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Sports,Q&Q Men Black Digital Watch,"This black free gifts is a must-have for winter fashion. Designed for sports use, it combines style and comfort effortlessly."
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,2011,Casual,Turtle Solid Men  Burgundy Shirt,"This burgundy shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
39375,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Helix Women Silver Dial Watch,"This silver watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
14851,Women,Accessories,Wallets,Wallets,Coffee Brown,Summer,2011,Casual,United Colors of Benetton Women Solid Coffee Brown Wallets,"This coffee brown wallets is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
59290,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Dial Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
52678,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Morellato Men Black Watch,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,Wrangler Men Polo Charcoal T-shirt,"This brown tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
47198,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Franco Leone Men Brown Sandals,"This brown sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
27841,Men,Accessories,Belts,Belts,White,Summer,2012,Casual,Bulchee Men Plain Jeans White Belt,"This white belts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
28035,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,"This grey melange briefs is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
31924,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Fabindia Women Black Silk Handbag,"This black handbags is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Washed Blue Jeans,"This blue jeans is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Casual,Palm Tree Kids Boy Solid Brown Trousers,"This brown trousers is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
43538,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,French Connection Women Blue Top,"This blue tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,"This yellow tshirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
31118,Girls,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Gini and Jony Girls Red Top,"This red tops is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
19772,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011,Casual,ADIDAS Men Vigor Blue Casual Shoes,"This blue casual shoes is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
46876,Men,Accessories,Socks,Socks,Grey,Summer,2012,Casual,Lino Perros Men Pack of 2 Socks,"This grey socks is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
5862,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Stripe Black T-shirt,"This black tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
39711,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,ADIDAS Original Men Black Dial Chronograph Watch ADH2641,"This black watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
14409,Women,Footwear,Shoes,Heels,White,Summer,2012,Casual,Enroute Women Casual White Heels,"This white heels is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
58726,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Puma Men Grey T-shirt,"This grey tshirts is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
44379,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017,Casual,ADIDAS Men Intense Touch  Perfume,"This black perfume and body mist is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
11947,Men,Footwear,Sandal,Sandals,Olive,Summer,2012,Casual,Ganuchi Men Casual Olive Sandals,"This olive sandals is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
36759,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Watch,"This white watches is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Women Blue Jeans,"This blue jeans is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
29583,Women,Footwear,Shoes,Flats,Silver,Summer,2012,Casual,Puma Women Grace Silver Sandals,"This silver flats is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,"This pink night suits is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Jealous 21 Women's Aaren Black Jegging,"This black jeans is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,Urban Yoga Women Black Track Pants,"This black track pants is a must-have for summer fashion. Designed for casual use, it combines style and comfort effortlessly."
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Formal,Indigo Nation Men Grey Striped Shirt,"This grey shirts is a must-have for summer fashion. Designed for formal use, it combines style and comfort effortlessly."
8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Indigo Nation Men Checks Shirt Navy Blue Shirts,"This navy blue shirts is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual,Lakme Absolute Matte Merlot Lipstick 45,"This brown lipstick is a must-have for spring fashion. Designed for casual use, it combines style and comfort effortlessly."
19316,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011,Casual,Nike Unisex Hayward 25M Grey Backpack,"This grey backpacks is a must-have for fall fashion. Designed for casual use, it combines style and comfort effortlessly."
27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,2015,Casual,Jockey Women Black Lounge Pants,"This black lounge pants is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Sukoi White Sports Shoes,"This white sports shoes is a must-have for summer fashion. Designed for sports use, it combines style and comfort effortlessly."
23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,2012,Sports,Fila Men Grey Hex Sports Shoes,"This grey sports shoes is a must-have for winter fashion. Designed for sports use, it combines style and comfort effortlessly."
19918,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual,Wildcraft Unisex Black Backpack,"This black backpacks is a must-have for winter fashion. Designed for casual use, it combines style and comfort effortlessly."
